SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,IE,Concentration_mM
NCCNCc1ccc(O)c2ncccc12,0.667781837,0.9887,217.272,4,3,71.17,4,0.947,0.001
NCCOCc1ccc(O)c2ncccc12,0.761334114,1.4157,218.256,4,2,68.37,4,0.969,0.001
O(C)C1C=CC(=CC=1)C1=C(C(N)OC2C1=CC=C1C=CC=NC=21)C#N,0.780328242,3.24608,329.359,5,1,81.16,2,0.197,0.001
O=C(C[n+]1ccccn1)c1ccc(Cl)cc1.[Br-],0.532972111,-1.0906,313.582,2,0,33.84,3,0.28,0.001
O=C(Cn1c(-c2ccc(Cl)cc2)nc2ccccc21)Nc1ccccc1,0.555933285,4.9954,361.832,3,1,46.92,4,0.748,0.001
O=c1[nH]c2ccccc2nc1/C=C/c1ccc(Cl)cc1,0.777972763,3.7469,282.73,2,1,45.75,2,0.679,0.001
O=c1[nH]c2ccccc2nc1/C=C/c1ccccc1,0.7570681,3.0935,248.285,2,1,45.75,2,0.85,0.001
O=C1C=CC(=O)N1c1ccccc1,0.596503289,1.116,173.171,2,0,37.38,1,0.827,0.001
O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.403203132,2.5895,240.218,3,1,76,1,0.401,0.001
O=c1n(Cc2ccc(O)c3ncccc23)c2ccccc2n1Cc1ccc(O)c2ncccc12,0.416817601,4.4072,448.482,7,2,93.17,4,0.878,0.001
O=Cc1c(-c2ccccc2)nc2ncccn12,0.625606628,2.2088,223.235,4,0,47.26,2,0.833,0.001
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,0.085826193,-2.4316,573.199,8,10,297.37,16,0.608,0.001
O=S(=O)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.669269887,2.0746,362.403,6,0,77.66,8,0.945,0.001
Oc1c(CN2CCN(c3ccc(Cl)cc3)CC2)ccc2cccnc12,0.7744217,3.916,353.853,4,1,39.6,3,0.862,0.001
Oc1ccc(CC2=NCCN2)c2cccnc12,0.816738641,1.4846,227.267,4,2,57.51,2,0.8623,0.001
Oc1ccc(CC2=NCCO2)c2cccnc12,0.853802392,1.9116,228.251,4,1,54.71,2,0.8154,0.001
Oc1ccc(CCl)c2ccc[nH+]c12.[Cl-],0.632994974,-0.8977,230.094,1,1,34.37,1,0.82,0.001
Oc1ccc(Cn2c(-c3ccc(Br)cc3)nc3ccccc32)c2cccnc12,0.395608245,5.7679,430.305,4,1,50.94,3,0.679,0.001
Oc1ccc(CNC(=S)N2CCN(c3ccccc3)CC2)c2cccnc12,0.683197649,3.1371,378.501,4,2,51.63,3,0.491,0.001
Oc1ccc(COCc2ccccc2)c2cccnc12,0.782469977,3.6572,265.312,3,1,42.35,4,0.537,0.001
Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.377585537,6.5789,388.47,3,1,38.05,4,0.902,0.001
Cc1ccc(/C=C/C=O)cc1,0.461495328,2.20712,146.189,1,0,17.07,2,0.33,0.001
COc1ccc(/C=C/C=O)cc1,0.500938839,1.9073,162.188,2,0,26.3,3,0.61,0.001
N1=CC=CC2=CC=C3C(=C12)OC(C(=C3C1=CC=CC=C1)C#N)N,0.74844373,3.23748,299.333,4,1,71.93,1,0.491,0.001
OCCN(CCO)C(=S)NC(C)=O,0.498325674,-1.306,206.267,4,3,72.8,4,0.5383,0.001
